,Date,FareProduct,TransitCard,TransactionType,Hour,Minute,Route,Departure,Arrival,Avg Arrival Diff,station
4058,2016-04-15 11:03:19,ASI,160005533707993,Pass Entry (Tag On),10,59,32,2016-04-15 11:01:54,2016-04-15 11:30:38,0.6,
4059,2016-04-15 11:15:14,ASI,160036514838671,Pass Entry (Tag On),10,59,32,2016-04-15 11:01:54,2016-04-15 11:30:38,0.6,
4060,2016-04-15 11:15:32,ASI,160019589646914,Pass Entry (Tag On),10,59,32,2016-04-15 11:01:54,2016-04-15 11:30:38,0.6,
4061,2016-04-15 11:23:31,ASI,160036514124593,Pass Entry (Tag On),10,59,32,2016-04-15 11:01:54,2016-04-15 11:30:38,0.6,
4062,2016-04-15 11:32:52,ASI,160005334716318,Pass Entry (Tag On),11,30,31,2016-04-15 11:31:23,2016-04-15 11:57:53,-0.1,Washington & Fair Oaks
4063,2016-04-15 11:34:04,ASI,160028112307159,Pass Entry (Tag On),11,30,31,2016-04-15 11:31:23,2016-04-15 11:57:53,-0.1,Washington & Fair Oaks
4064,2016-04-15 11:51:56,ASI,160005745040159,Pass Entry (Tag On),11,30,31,2016-04-15 11:31:23,2016-04-15 11:57:53,-0.1,Altadena & Washington
4065,2016-04-15 12:29:20,Reg SV Regular,160001537917506,SV Entry (Tag On),12,8,31,2016-04-15 12:09:23,2016-04-15 12:42:09,0.2,Washington & Fair Oaks
4066,2016-04-15 12:46:15,ASI,160005326210395,Pass Entry (Tag On),12,42,31,2016-04-15 12:42:38,2016-04-15 13:09:38,0.6,Washington & Fair Oaks
4067,2016-04-15 12:46:40,ASI,160011542376705,Pass Entry (Tag On),12,42,31,2016-04-15 12:42:38,2016-04-15 13:09:38,0.6,Washington & Fair Oaks
4068,2016-04-15 12:48:55,Reg SV Regular,160008465274073,SV Entry (Tag On),12,42,31,2016-04-15 12:42:38,2016-04-15 13:09:38,0.6,Washington & Fair Oaks
4069,2016-04-15 12:51:42,ASI,160005501495514,Pass Entry (Tag On),12,42,31,2016-04-15 12:42:38,2016-04-15 13:09:38,0.6,Washington & Lake
4070,2016-04-15 12:51:46,ASI,160005327771031,Pass Entry (Tag On),12,42,31,2016-04-15 12:42:38,2016-04-15 13:09:38,0.6,Washington & Lake
4071,2016-04-15 12:53:29,Reg SV Regular,160004873091670,SV Entry (Tag On),12,42,31,2016-04-15 12:42:38,2016-04-15 13:09:38,0.6,Washington & Lake
4072,2016-04-15 13:29:29,ASI,160005586192796,Pass Entry (Tag On),13,19,31,2016-04-15 13:19:38,2016-04-15 13:59:09,4.2,Washington & Altadena
4073,2016-04-15 13:55:04,ASI,160005751864476,Pass Entry (Tag On),13,19,31,2016-04-15 13:19:38,2016-04-15 13:59:09,4.2,Fair Oaks & Woodbury
4074,2016-04-15 14:04:03,ASI,160038273293874,Pass Entry (Tag On),13,55,31,2016-04-15 13:59:24,2016-04-15 14:29:39,7.7,Washington & Lake
4075,2016-04-15 14:04:12,EZ Pass AdultZ0,160008237212633,Pass Entry (Tag On),13,55,31,2016-04-15 13:59:24,2016-04-15 14:29:39,7.7,Washington & Lake
4076,2016-04-15 14:13:09,ASI,160005586192796,Pass Entry (Tag On),13,55,31,2016-04-15 13:59:24,2016-04-15 14:29:39,7.7,Altadena & Washington
4077,2016-04-15 14:42:28,ASI,160011833210944,Pass Entry (Tag On),14,32,31,2016-04-15 14:34:09,2016-04-15 15:12:24,0.4,Washington & Altadena
4078,2016-04-15 14:42:43,ASI,160005715859034,Pass Entry (Tag On),14,32,31,2016-04-15 14:34:09,2016-04-15 15:12:24,0.4,Washington & Altadena
4079,2016-04-15 14:52:52,Reg SV Sr/Dis,160005808940311,SV Entry (Tag On),14,32,31,2016-04-15 14:34:09,2016-04-15 15:12:24,0.4,Washington & Lake
4080,2016-04-15 14:54:55,Reg SV Sr/Dis,1701654688959197446,SV Entry (Tag On),14,32,31,2016-04-15 14:34:09,2016-04-15 15:12:24,0.4,Washington & Fair Oaks
4081,2016-04-15 15:41:26,EZ Pass AdultZ0,160013260967426,Pass Entry (Tag On),15,12,31,2016-04-15 15:12:38,2016-04-15 15:47:54,6.9,SMV & Station
4082,2016-04-15 15:56:44,Reg SV Regular,160002529550784,SV Entry (Tag On),15,51,31,2016-04-15 15:52:53,2016-04-15 16:31:24,0.4,SMV & Station
4083,2016-04-15 15:58:12,Reg SV Regular,160008128676359,SV Entry (Tag On),15,51,31,2016-04-15 15:52:53,2016-04-15 16:31:24,0.4,Washington & Altadena
4084,2016-04-15 16:01:36,EZ Pass AdultZ0,1702207329112060169,Pass Entry (Tag On),15,51,31,2016-04-15 15:52:53,2016-04-15 16:31:24,0.4,Washington & Altadena
4085,2016-04-15 16:04:27,EZ Pass AdultZ0,1701338714926117129,Pass Entry (Tag On),15,51,31,2016-04-15 15:52:53,2016-04-15 16:31:24,0.4,Washington & Altadena
4086,2016-04-15 16:23:59,Reg SV Regular,160005410911510,SV Entry (Tag On),15,51,31,2016-04-15 15:52:53,2016-04-15 16:31:24,0.4,Woodbury & Glen
4087,2016-04-15 16:36:40,ASI,160012373453829,Pass Entry (Tag On),16,31,31,2016-04-15 16:32:08,2016-04-15 17:02:39,3.7,Washington & Fair Oaks
4088,2016-04-15 16:37:13,ASI,160005332267991,Pass Entry (Tag On),16,31,31,2016-04-15 16:32:08,2016-04-15 17:02:39,3.7,Washington & Fair Oaks
4089,2016-04-15 16:42:23,EZ Pass AdultZ0,160008261872062,Pass Entry (Tag On),16,31,31,2016-04-15 16:32:08,2016-04-15 17:02:39,3.7,Washington & Lake
4090,2016-04-15 16:48:50,ASI,160008148573594,Pass Entry (Tag On),16,31,31,2016-04-15 16:32:08,2016-04-15 17:02:39,3.7,Altadena & Washington
4091,2016-04-15 17:50:43,ASI,160042245281280,Pass Entry (Tag On),17,48,32,2016-04-15 17:49:38,2016-04-15 18:14:54,2.9,Washington & Fair Oaks
4092,2016-04-15 18:42:27,Reg SV Regular,160008490883997,SV Entry (Tag On),18,37,31,2016-04-15 18:39:54,2016-04-15 19:11:10,-0.8,
4093,2016-04-15 18:57:08,ASI,160021185247204,Pass Entry (Tag On),18,37,31,2016-04-15 18:39:54,2016-04-15 19:11:10,-0.8,
4094,2016-04-15 06:18:05,Reg SV Regular,160005873163674,SV Entry (Tag On),6,15,20cw,2016-04-15 06:15:41,2016-04-15 06:59:57,4.0,Fair Oaks & Woodbury
4095,2016-04-15 06:24:07,ASI,160036514916436,Pass Entry (Tag On),6,15,20cw,2016-04-15 06:15:41,2016-04-15 06:59:57,4.0,Lake & Villa
4096,2016-04-15 06:28:58,Reg SV Regular,160008616328158,SV Entry (Tag On),6,15,20cw,2016-04-15 06:15:41,2016-04-15 06:59:57,4.0,Lake & Colorado
4097,2016-04-15 06:47:40,ASI,160008071530397,Pass Entry (Tag On),6,15,20cw,2016-04-15 06:15:41,2016-04-15 06:59:57,4.0,Raymond & Holly
4098,2016-04-15 06:47:48,ASI,160028111856917,Pass Entry (Tag On),6,15,20cw,2016-04-15 06:15:41,2016-04-15 06:59:57,4.0,Raymond & Holly
4099,2016-04-15 06:51:08,ASI,160036515261071,Pass Entry (Tag On),6,15,20cw,2016-04-15 06:15:41,2016-04-15 06:59:57,4.0,Fair Oaks & Washington
4100,2016-04-15 07:15:32,Reg SV Regular,160002655075580,SV Entry (Tag On),7,6,20cw,2016-04-15 07:06:41,2016-04-15 07:57:27,1.5,Lake & Washington
4101,2016-04-15 07:18:46,Reg SV Student,160005292123358,SV Entry (Tag On),7,6,20cw,2016-04-15 07:06:41,2016-04-15 07:57:27,1.5,Lake & Villa
4102,2016-04-15 07:21:24,Reg SV Regular,160008377970719,SV Entry (Tag On),7,6,20cw,2016-04-15 07:06:41,2016-04-15 07:57:27,1.5,Lake & Colorado
4103,2016-04-15 07:22:42,PS Try Tran Mon,160039870581364,Pass Entry (Tag On),7,6,20cw,2016-04-15 07:06:41,2016-04-15 07:57:27,1.5,Lake & Colorado
4104,2016-04-15 07:28:50,Reg SV Regular,160002254496708,SV Entry (Tag On),7,6,20cw,2016-04-15 07:06:41,2016-04-15 07:57:27,1.5,Arroyo Pkwy & California
4105,2016-04-15 07:42:51,Reg SV Regular,160009162188319,SV Entry (Tag On),7,6,20cw,2016-04-15 07:06:41,2016-04-15 07:57:27,1.5,Raymond & Holly
4106,2016-04-15 07:42:55,ASI,160005509475351,Pass Entry (Tag On),7,6,20cw,2016-04-15 07:06:41,2016-04-15 07:57:27,1.5,Raymond & Holly
4107,2016-04-15 07:47:46,Reg SV Regular,160004884787670,SV Entry (Tag On),7,6,20cw,2016-04-15 07:06:41,2016-04-15 07:57:27,1.5,Fair Oaks & Washington
4108,2016-04-15 08:15:35,Reg SV Regular,160005749102237,SV Entry (Tag On),8,7,20cw,2016-04-15 08:08:27,2016-04-15 09:03:27,2.5,Lake & Washington
4109,2016-04-15 08:18:12,ASI,160005585712156,Pass Entry (Tag On),8,7,20cw,2016-04-15 08:08:27,2016-04-15 09:03:27,2.5,Lake & Villa
4110,2016-04-15 08:18:14,Reg SV Regular,160008974965153,SV Entry (Tag On),8,7,20cw,2016-04-15 08:08:27,2016-04-15 09:03:27,2.5,Lake & Villa
4111,2016-04-15 08:26:03,Reg SV Regular,160008326638870,SV Entry (Tag On),8,7,20cw,2016-04-15 08:08:27,2016-04-15 09:03:27,2.5,Lake & Colorado
4112,2016-04-15 08:26:15,Reg SV Regular,160008442715677,SV Entry (Tag On),8,7,20cw,2016-04-15 08:08:27,2016-04-15 09:03:27,2.5,Lake & Colorado
4113,2016-04-15 08:31:39,Reg SV Regular,160005184215833,SV Entry (Tag On),8,7,20cw,2016-04-15 08:08:27,2016-04-15 09:03:27,2.5,Arroyo Pkwy & California
4114,2016-04-15 08:47:02,ASI,160033064689547,Pass Entry (Tag On),8,7,20cw,2016-04-15 08:08:27,2016-04-15 09:03:27,2.5,Raymond & Holly
4115,2016-04-15 08:47:08,ASI,160008294091672,Pass Entry (Tag On),8,7,20cw,2016-04-15 08:08:27,2016-04-15 09:03:27,2.5,Raymond & Holly
4116,2016-04-15 08:50:28,ASI,160005535028315,Pass Entry (Tag On),8,7,20cw,2016-04-15 08:08:27,2016-04-15 09:03:27,2.5,Raymond & Holly
4117,2016-04-15 09:48:50,ASI,160038261549238,Pass Entry (Tag On),9,12,20cw,2016-04-15 09:12:26,2016-04-15 10:10:56,4.9,Raymond & Del Mar Sta.
4118,2016-04-15 09:52:13,ASI,160012148485023,Pass Entry (Tag On),9,12,20cw,2016-04-15 09:12:26,2016-04-15 10:10:56,4.9,Raymond & Holly
4119,2016-04-15 09:55:21,ASI,160005523099674,Pass Entry (Tag On),9,12,20cw,2016-04-15 09:12:26,2016-04-15 10:10:56,4.9,Raymond & Holly
4120,2016-04-15 10:02:04,ASI,160008105637911,Pass Entry (Tag On),9,12,20cw,2016-04-15 09:12:26,2016-04-15 10:10:56,4.9,Fair Oaks & Washington
4121,2016-04-15 10:02:30,ASI,160005290490072,Pass Entry (Tag On),9,12,20cw,2016-04-15 09:12:26,2016-04-15 10:10:56,4.9,Fair Oaks & Washington
4122,2016-04-15 10:05:25,ASI,160008143170719,Pass Entry (Tag On),9,12,20cw,2016-04-15 09:12:26,2016-04-15 10:10:56,4.9,Fair Oaks & Woodbury.1
4123,2016-04-15 10:25:41,ASI,160005753971352,Pass Entry (Tag On),10,16,20cw,2016-04-15 10:17:27,2016-04-15 11:10:56,-0.1,Lake & Villa
4124,2016-04-15 10:38:04,Reg SV Regular,160008487160383,SV Entry (Tag On),10,16,20cw,2016-04-15 10:17:27,2016-04-15 11:10:56,-0.1,Arroyo Pkwy & California
4125,2016-04-15 10:51:12,ASI,160008050674760,Pass Entry (Tag On),10,16,20cw,2016-04-15 10:17:27,2016-04-15 11:10:56,-0.1,Raymond & Del Mar Sta.
4126,2016-04-15 10:51:16,ASI,160012139093349,Pass Entry (Tag On),10,16,20cw,2016-04-15 10:17:27,2016-04-15 11:10:56,-0.1,Raymond & Del Mar Sta.
4127,2016-04-15 10:52:21,ASI,160005499189277,Pass Entry (Tag On),10,16,20cw,2016-04-15 10:17:27,2016-04-15 11:10:56,-0.1,Raymond & Del Mar Sta.
4128,2016-04-15 10:55:10,Reg SV Sr/Dis,160005322506077,SV Entry (Tag On),10,16,20cw,2016-04-15 10:17:27,2016-04-15 11:10:56,-0.1,Raymond & Holly
4129,2016-04-15 11:03:55,ASI,160008063671241,Pass Entry (Tag On),10,16,20cw,2016-04-15 10:17:27,2016-04-15 11:10:56,-0.1,Fair Oaks & Washington
4130,2016-04-15 11:04:44,ASI,160005585933919,Pass Entry (Tag On),10,16,20cw,2016-04-15 10:17:27,2016-04-15 11:10:56,-0.1,Fair Oaks & Washington
4131,2016-04-15 11:05:51,ASI,160008050939569,Pass Entry (Tag On),10,16,20cw,2016-04-15 10:17:27,2016-04-15 11:10:56,-0.1,Fair Oaks & Washington
4132,2016-04-15 11:27:55,ASI,160005334490070,Pass Entry (Tag On),11,21,20cw,2016-04-15 11:21:41,2016-04-15 12:18:42,1.7,Lake & Washington
4133,2016-04-15 11:43:15,ASI,160012371860702,Pass Entry (Tag On),11,21,20cw,2016-04-15 11:21:41,2016-04-15 12:18:42,1.7,Lake & Colorado
4134,2016-04-15 11:45:02,Reg SV Regular,160005094210072,SV Entry (Tag On),11,21,20cw,2016-04-15 11:21:41,2016-04-15 12:18:42,1.7,Arroyo Pkwy & California
4135,2016-04-15 12:02:26,ASI,160012141787581,Pass Entry (Tag On),11,21,20cw,2016-04-15 11:21:41,2016-04-15 12:18:42,1.7,Raymond & Holly
4136,2016-04-15 12:02:28,Reg SV Regular,160040188359287,SV Entry (Tag On),11,21,20cw,2016-04-15 11:21:41,2016-04-15 12:18:42,1.7,Raymond & Holly
4137,2016-04-15 12:03:50,ASI,160020984228001,Pass Entry (Tag On),11,21,20cw,2016-04-15 11:21:41,2016-04-15 12:18:42,1.7,Raymond & Holly
4138,2016-04-15 12:09:52,ASI,160012140273187,Pass Entry (Tag On),11,21,20cw,2016-04-15 11:21:41,2016-04-15 12:18:42,1.7,Fair Oaks & Washington
4139,2016-04-15 12:35:37,ASI,160005290490072,Pass Entry (Tag On),12,27,20cw,2016-04-15 12:27:41,2016-04-15 13:28:27,1.5,Lake & Washington
4140,2016-04-15 13:08:26,ASI,160012139093349,Pass Entry (Tag On),12,27,20cw,2016-04-15 12:27:41,2016-04-15 13:28:27,1.5,Raymond & Del Mar Sta.
4141,2016-04-15 13:12:47,ASI,160005701907672,Pass Entry (Tag On),12,27,20cw,2016-04-15 12:27:41,2016-04-15 13:28:27,1.5,Raymond & Holly
4142,2016-04-15 13:19:46,ASI,160012141787581,Pass Entry (Tag On),12,27,20cw,2016-04-15 12:27:41,2016-04-15 13:28:27,1.5,Fair Oaks & Washington
4143,2016-04-15 13:42:17,Reg SV Regular,160004903346078,SV Entry (Tag On),13,37,20cw,2016-04-15 13:37:41,2016-04-15 14:39:57,3.0,Lake & Washington
4144,2016-04-15 13:44:18,ASI,160008287444318,Pass Entry (Tag On),13,37,20cw,2016-04-15 13:37:41,2016-04-15 14:39:57,3.0,Lake & Washington
4145,2016-04-15 13:44:39,Reg SV Regular,160008976198274,SV Entry (Tag On),13,37,20cw,2016-04-15 13:37:41,2016-04-15 14:39:57,3.0,Lake & Washington
4146,2016-04-15 14:03:55,ASI,160005585591519,Pass Entry (Tag On),13,37,20cw,2016-04-15 13:37:41,2016-04-15 14:39:57,3.0,Arroyo Pkwy & California
4147,2016-04-15 14:24:48,ASI,160008201856159,Pass Entry (Tag On),13,37,20cw,2016-04-15 13:37:41,2016-04-15 14:39:57,3.0,Raymond & Holly
4148,2016-04-15 14:31:45,ASI,160005648339351,Pass Entry (Tag On),13,37,20cw,2016-04-15 13:37:41,2016-04-15 14:39:57,3.0,Fair Oaks & Washington
4149,2016-04-15 14:58:25,ASI,160019589444351,Pass Entry (Tag On),14,47,20cw,2016-04-15 14:47:26,2016-04-15 15:54:41,6.7,Lake & Villa
4150,2016-04-15 15:00:47,ASI,160008289534553,Pass Entry (Tag On),14,47,20cw,2016-04-15 14:47:26,2016-04-15 15:54:41,6.7,Lake & Villa
4151,2016-04-15 15:07:32,Reg SV Regular,160008260466783,SV Entry (Tag On),14,47,20cw,2016-04-15 14:47:26,2016-04-15 15:54:41,6.7,Lake & Colorado
4152,2016-04-15 15:12:02,ASI,160005584808799,Pass Entry (Tag On),14,47,20cw,2016-04-15 14:47:26,2016-04-15 15:54:41,6.7,Arroyo Pkwy & California
4153,2016-04-15 15:16:40,Reg SV Sr/Dis,1701538210766680324,SV Entry (Tag On),14,47,20cw,2016-04-15 14:47:26,2016-04-15 15:54:41,6.7,Arroyo Pkwy & California
4154,2016-04-15 15:16:40,Reg SV Sr/Dis,1701538210766680324,SV Directed Autoload,14,47,20cw,2016-04-15 14:47:26,2016-04-15 15:54:41,6.7,Arroyo Pkwy & California
4155,2016-04-15 15:38:55,ASI,160036515043792,Pass Entry (Tag On),14,47,20cw,2016-04-15 14:47:26,2016-04-15 15:54:41,6.7,Fair Oaks & Washington
4156,2016-04-15 15:43:50,ASI,160011561247423,Pass Entry (Tag On),14,47,20cw,2016-04-15 14:47:26,2016-04-15 15:54:41,6.7,Fair Oaks & Washington
4157,2016-04-15 15:47:07,EZ Pass S/D Z0,160026872052932,Pass Entry (Tag On),14,47,20cw,2016-04-15 14:47:26,2016-04-15 15:54:41,6.7,Fair Oaks & Woodbury.1
4158,2016-04-15 16:10:07,ASI,160019588930756,Pass Entry (Tag On),16,0,20cw,2016-04-15 16:01:12,2016-04-15 17:07:56,7.9,Lake & Washington
4159,2016-04-15 16:13:47,ASI,160012373480541,Pass Entry (Tag On),16,0,20cw,2016-04-15 16:01:12,2016-04-15 17:07:56,7.9,Lake & Villa
4160,2016-04-15 16:28:08,EZ Pass AdultZ0,160041543267504,Pass Entry (Tag On),16,0,20cw,2016-04-15 16:01:12,2016-04-15 17:07:56,7.9,Arroyo Pkwy & California
4161,2016-04-15 16:47:59,Reg SV Regular,160008113710874,SV Entry (Tag On),16,0,20cw,2016-04-15 16:01:12,2016-04-15 17:07:56,7.9,Raymond & Holly
4162,2016-04-15 16:48:04,Reg SV Regular,160008529641754,SV Entry (Tag On),16,0,20cw,2016-04-15 16:01:12,2016-04-15 17:07:56,7.9,Raymond & Holly
4163,2016-04-15 16:53:38,ASI,160008107387994,Pass Entry (Tag On),16,0,20cw,2016-04-15 16:01:12,2016-04-15 17:07:56,7.9,Fair Oaks & Washington
4164,2016-04-15 16:53:41,EZ Pass AdultZ0,160008252699672,Pass Entry (Tag On),16,0,20cw,2016-04-15 16:01:12,2016-04-15 17:07:56,7.9,Fair Oaks & Washington
4165,2016-04-15 17:16:36,ASI,160008288030231,Pass Entry (Tag On),17,10,20cw,2016-04-15 17:11:12,2016-04-15 18:09:26,0.4,Lake & Washington
4166,2016-04-15 17:20:22,Reg SV Regular,160002230315584,SV Entry (Tag On),17,10,20cw,2016-04-15 17:11:12,2016-04-15 18:09:26,0.4,Lake & Washington
4167,2016-04-15 17:52:24,Reg SV Regular,160031313983265,SV Entry (Tag On),17,10,20cw,2016-04-15 17:11:12,2016-04-15 18:09:26,0.4,Raymond & Holly
4168,2016-04-15 18:31:25,Reg SV Sr/Dis,160005283159197,SV Entry (Tag On),18,19,20cw,2016-04-15 18:20:27,2016-04-15 19:11:42,3.7,Lake & Villa
4169,2016-04-15 18:31:28,Reg SV Sr/Dis,160005806355678,SV Entry (Tag On),18,19,20cw,2016-04-15 18:20:27,2016-04-15 19:11:42,3.7,Lake & Villa
4170,2016-04-15 18:38:14,Reg SV Regular,160008483436639,SV Entry (Tag On),18,19,20cw,2016-04-15 18:20:27,2016-04-15 19:11:42,3.7,Lake & Colorado
4171,2016-04-15 18:40:31,Reg SV Regular,160005107238235,SV Entry (Tag On),18,19,20cw,2016-04-15 18:20:27,2016-04-15 19:11:42,3.7,Arroyo Pkwy & California
4172,2016-04-15 18:51:28,ASI,160008172365917,Pass Entry (Tag On),18,19,20cw,2016-04-15 18:20:27,2016-04-15 19:11:42,3.7,Raymond & Del Mar Sta.
4173,2016-04-15 18:54:40,Reg SV Regular,160005353188951,SV Entry (Tag On),18,19,20cw,2016-04-15 18:20:27,2016-04-15 19:11:42,3.7,Raymond & Holly
4174,2016-04-15 18:58:45,ASI,160008117283670,Pass Entry (Tag On),18,19,20cw,2016-04-15 18:20:27,2016-04-15 19:11:42,3.7,Raymond & Holly
4175,2016-04-15 18:58:49,Reg SV Regular,160005669547353,SV Entry (Tag On),18,19,20cw,2016-04-15 18:20:27,2016-04-15 19:11:42,3.7,Raymond & Holly
4176,2016-04-15 19:02:07,EZ Pass S/D Z0,160005893988316,Pass Entry (Tag On),18,19,20cw,2016-04-15 18:20:27,2016-04-15 19:11:42,3.7,Fair Oaks & Washington
4177,2016-04-15 19:20:22,ASI,160005751595997,Pass Entry (Tag On),19,14,20cw,2016-04-15 19:14:27,2016-04-15 20:02:12,1.2,Lake & Washington
4178,2016-04-15 19:21:23,ASI,160041273532325,Pass Entry (Tag On),19,14,20cw,2016-04-15 19:14:27,2016-04-15 20:02:12,1.2,Lake & Washington
4179,2016-04-15 19:25:38,Reg SV Regular,160007861669472,SV Entry (Tag On),19,14,20cw,2016-04-15 19:14:27,2016-04-15 20:02:12,1.2,Lake & Villa
4180,2016-04-15 19:25:40,Reg SV Student,160033997577892,SV Entry (Tag On),19,14,20cw,2016-04-15 19:14:27,2016-04-15 20:02:12,1.2,Lake & Villa
4181,2016-04-15 19:29:47,ASI,160021186809127,Pass Entry (Tag On),19,14,20cw,2016-04-15 19:14:27,2016-04-15 20:02:12,1.2,Lake & Colorado
4182,2016-04-15 19:31:39,Reg SV Regular,160005636236312,SV Entry (Tag On),19,14,20cw,2016-04-15 19:14:27,2016-04-15 20:02:12,1.2,Arroyo Pkwy & California
4183,2016-04-15 19:32:57,ASI,160041273463208,Pass Entry (Tag On),19,14,20cw,2016-04-15 19:14:27,2016-04-15 20:02:12,1.2,Arroyo Pkwy & California
4184,2016-04-15 19:34:10,ASI,160005341034390,Pass Entry (Tag On),19,14,20cw,2016-04-15 19:14:27,2016-04-15 20:02:12,1.2,Arroyo Pkwy & California
4185,2016-04-15 19:44:18,ASI,160005498770077,Pass Entry (Tag On),19,14,20cw,2016-04-15 19:14:27,2016-04-15 20:02:12,1.2,Raymond & Del Mar Sta.
4186,2016-04-15 15:15:46,ASI,160005598420953,Pass Entry (Tag On),15,8,60,2016-04-15 15:13:03,2016-04-15 15:38:18,13.3,SMV & Station
4187,2016-04-15 16:06:37,Reg SV Sr/Dis,160005067260633,SV Entry (Tag On),15,56,60,2016-04-15 15:59:48,2016-04-15 16:23:48,8.8,Del Mar Kinneloa & (Urgent Care)
4188,2016-04-15 16:06:54,Reg SV Sr/Dis,160005067360151,SV Entry (Tag On),15,56,60,2016-04-15 15:59:48,2016-04-15 16:23:48,8.8,Del Mar Kinneloa & (Urgent Care)
4189,2016-04-15 16:43:35,ASI,160005598420953,Pass Entry (Tag On),16,18,60,2016-04-15 16:24:03,2016-04-15 16:50:33,9.6,Sierra Madre & Michillinda
4190,2016-04-15 17:18:09,Reg SV Regular,160008445757593,SV Entry (Tag On),17,17,60,2016-04-15 17:17:33,2016-04-15 17:41:48,0.8,Bonnie & Colorado
4191,2016-04-15 17:22:54,EZ Pass AdultZ0,160013261787583,Pass Entry (Tag On),17,17,60,2016-04-15 17:17:33,2016-04-15 17:41:48,0.8,Del Mar Kinneloa & (Urgent Care)
4192,2016-04-15 18:38:42,Reg SV Regular,160008334055836,SV Entry (Tag On),18,30,60,2016-04-15 18:30:12,2016-04-15 18:50:12,3.2,SMV & Station
4193,2016-04-15 05:58:37,Reg SV Regular,160042861296240,SV Entry (Tag On),5,54,20cw,2016-04-15 05:56:12,2016-04-15 06:37:42,3.7,Lake & Washington
4194,2016-04-15 06:15:47,EZ Pass S/D Z0,1702719592545808642,Pass Entry (Tag On),5,54,20cw,2016-04-15 05:56:12,2016-04-15 06:37:42,3.7,Arroyo Pkwy & California
4195,2016-04-15 06:21:33,ASI,160005335046558,Pass Entry (Tag On),5,54,20cw,2016-04-15 05:56:12,2016-04-15 06:37:42,3.7,Raymond & Holly
4196,2016-04-15 06:53:36,Reg SV Regular,160008378413594,SV Entry (Tag On),6,45,20cw,2016-04-15 06:45:42,2016-04-15 07:33:27,1.5,Lake & Washington
4197,2016-04-15 07:18:49,ASI,160005335010711,Pass Entry (Tag On),6,45,20cw,2016-04-15 06:45:42,2016-04-15 07:33:27,1.5,Raymond & Holly
4198,2016-04-15 07:48:47,Reg SV Regular,160008618979677,SV Entry (Tag On),7,42,20cw,2016-04-15 07:43:12,2016-04-15 08:39:57,4.0,Lake & Washington
4199,2016-04-15 07:50:30,ASI,160005808170075,Pass Entry (Tag On),7,42,20cw,2016-04-15 07:43:12,2016-04-15 08:39:57,4.0,Lake & Washington
4200,2016-04-15 07:56:59,ASI,160005652515672,Pass Entry (Tag On),7,42,20cw,2016-04-15 07:43:12,2016-04-15 08:39:57,4.0,Lake & Villa
4201,2016-04-15 08:05:57,EZ Pass AdultZ0,160000620287769,Pass Entry (Tag On),7,42,20cw,2016-04-15 07:43:12,2016-04-15 08:39:57,4.0,Arroyo Pkwy & California
4202,2016-04-15 08:07:55,ASI,160005586515038,Pass Entry (Tag On),7,42,20cw,2016-04-15 07:43:12,2016-04-15 08:39:57,4.0,Arroyo Pkwy & California
4203,2016-04-15 08:21:57,ASI,160005847711830,Pass Entry (Tag On),7,42,20cw,2016-04-15 07:43:12,2016-04-15 08:39:57,4.0,Raymond & Holly
4204,2016-04-15 08:52:48,ASI,160012139093349,Pass Entry (Tag On),8,51,20cw,2016-04-15 08:51:27,2016-04-15 09:45:12,0.2,Fair Oaks & Woodbury
4205,2016-04-15 08:58:22,ASI,160005334490070,Pass Entry (Tag On),8,51,20cw,2016-04-15 08:51:27,2016-04-15 09:45:12,0.2,Lake & Washington
4206,2016-04-15 08:58:38,Reg SV Regular,160008402719552,SV Entry (Tag On),8,51,20cw,2016-04-15 08:51:27,2016-04-15 09:45:12,0.2,Lake & Washington
4207,2016-04-15 09:03:47,Reg SV Regular,160008305114398,SV Entry (Tag On),8,51,20cw,2016-04-15 08:51:27,2016-04-15 09:45:12,0.2,Lake & Villa
4208,2016-04-15 09:22:49,ASI,160020378324002,Pass Entry (Tag On),8,51,20cw,2016-04-15 08:51:27,2016-04-15 09:45:12,0.2,Raymond & Del Mar Sta.
4209,2016-04-15 09:30:54,ASI,160005332704159,Pass Entry (Tag On),8,51,20cw,2016-04-15 08:51:27,2016-04-15 09:45:12,0.2,Raymond & Holly
4210,2016-04-15 09:31:41,ASI,160005587339677,Pass Entry (Tag On),8,51,20cw,2016-04-15 08:51:27,2016-04-15 09:45:12,0.2,Raymond & Holly
4211,2016-04-15 09:37:38,DCFS EZ (New),1702811453843206400,Pass Entry (Tag On),8,51,20cw,2016-04-15 08:51:27,2016-04-15 09:45:12,0.2,Fair Oaks & Washington
4212,2016-04-15 09:56:29,ASI,160005834321437,Pass Entry (Tag On),9,55,20cw,2016-04-15 09:55:42,2016-04-15 10:49:12,0.2,Fair Oaks & Woodbury
4213,2016-04-15 10:01:00,ASI,160008109794072,Pass Entry (Tag On),9,55,20cw,2016-04-15 09:55:42,2016-04-15 10:49:12,0.2,Lake & Washington
4214,2016-04-15 10:23:58,ASI,160005508946394,Pass Entry (Tag On),9,55,20cw,2016-04-15 09:55:42,2016-04-15 10:49:12,0.2,Arroyo Pkwy & California
4215,2016-04-15 10:44:38,ASI,160038262388917,Pass Entry (Tag On),9,55,20cw,2016-04-15 09:55:42,2016-04-15 10:49:12,0.2,Fair Oaks & Washington
