Trip Date,18,,,,,,,,,
Day,All,,,,,,,,,
,,,,,,,,,,
,,,,,,Data,,,,
,,13,24,302013,31,1:25:37 PM,1:52:21 PM,1.6,27.0,1.4
,,14,3,302014,31,2:03:36 PM,2:40:06 PM,0.6,36.0,1.1
,,,39,302015,32,2:40:21 PM,3:09:35 PM,1.4,26.0,4.6
,,15,15,302016,31,3:18:49 PM,3:55:21 PM,3.8,41.0,-0.6
,,,56,302017,32,4:01:05 PM,4:27:04 PM,5.1,25.0,6.1
,,16,46,302018,32,4:46:49 PM,5:23:03 PM,0.8,37.0,0.1
,,17,23,302019,32,5:23:48 PM,5:50:33 PM,0.8,27.0,0.6
,,18,7,302020,32,6:08:17 PM,6:41:18 PM,1.3,34.0,0.3
,,,41,302021,32,6:41:33 PM,7:07:47 PM,0.6,24.0,2.8
,,19,20,302022,32,7:21:18 PM,7:48:18 PM,1.3,28.0,0.3
